phase,block,schedule,slot,arm,occurrence,dispatches,status,completed,gpu_start_s,gpu_end_s,gpu_ms,kernel_ms,encode_ms,commit_wait_ms,wall_ms,result
measure,48,ECCE,2,C,2,344,4,1,427126.510170250,427126.525877875,15.707625,0.137625,0.259000,16.031000,16.290000,PASS
measure,48,ECCE,3,E,2,344,4,1,427126.526468917,427126.545870500,19.401583,0.100625,0.280000,19.692000,19.972000,PASS
measure,49,CEEC,0,C,1,344,4,1,427126.546425917,427126.562132375,15.706458,0.102333,0.255000,15.995000,16.250000,PASS
measure,49,CEEC,1,E,1,344,4,1,427126.562717375,427126.582143500,19.426125,0.101875,0.280000,19.702000,19.982000,PASS
measure,49,CEEC,2,E,2,344,4,1,427126.582758375,427126.602012167,19.253792,0.137250,0.286000,19.547000,19.833000,PASS
measure,49,CEEC,3,C,2,344,4,1,427126.602524625,427126.618538750,16.014125,0.102708,0.244000,16.302000,16.546000,PASS
measure,50,ECCE,0,E,1,344,4,1,427126.619139750,427126.638346000,19.206250,0.104750,0.294000,19.493000,19.787000,PASS
measure,50,ECCE,1,C,1,344,4,1,427126.638922375,427126.654866750,15.944375,0.099250,0.262000,16.275000,16.537000,PASS
measure,50,ECCE,2,C,2,344,4,1,427126.655469750,427126.671196167,15.726417,0.137958,0.234000,16.041000,16.275000,PASS
measure,50,ECCE,3,E,2,344,4,1,427126.671819042,427126.691265125,19.446083,0.109375,0.312000,19.727000,20.039000,PASS
measure,51,CEEC,0,C,1,344,4,1,427126.691847667,427126.707584250,15.736583,0.100167,0.262000,16.024000,16.286000,PASS
measure,51,CEEC,1,E,1,344,4,1,427126.708098292,427126.727512875,19.414583,0.103500,0.249000,19.692000,19.941000,PASS
measure,51,CEEC,2,E,2,344,4,1,427126.728122375,427126.747559500,19.437125,0.135833,0.283000,19.734000,20.017000,PASS
measure,51,CEEC,3,C,2,344,4,1,427126.748147500,427126.763874500,15.727000,0.099583,0.258000,16.054000,16.312000,PASS
measure,52,ECCE,0,E,1,344,4,1,427126.764457625,427126.783871792,19.414167,0.102625,0.283000,19.687000,19.970000,PASS
measure,52,ECCE,1,C,1,344,4,1,427126.784418125,427126.800166167,15.748042,0.099708,0.260000,16.031000,16.291000,PASS
measure,52,ECCE,2,C,2,344,4,1,427126.800760417,427126.816732375,15.971958,0.136500,0.256000,16.279000,16.535000,PASS
measure,52,ECCE,3,E,2,344,4,1,427126.817309667,427126.836499292,19.189625,0.102750,0.281000,19.479000,19.760000,PASS
measure,53,CEEC,0,C,1,344,4,1,427126.837062250,427126.853029000,15.966750,0.101875,0.260000,16.293000,16.553000,PASS
measure,53,CEEC,1,E,1,344,4,1,427126.853624625,427126.872875167,19.250542,0.103125,0.261000,19.527000,19.788000,PASS
measure,53,CEEC,2,E,2,344,4,1,427126.873470750,427126.892903917,19.433167,0.119000,0.285000,19.721000,20.006000,PASS
measure,53,CEEC,3,C,2,344,4,1,427126.893444417,427126.909170125,15.725708,0.099458,0.257000,16.000000,16.257000,PASS
measure,54,ECCE,0,E,1,344,4,1,427126.909749625,427126.929204375,19.454750,0.101458,0.284000,19.721000,20.005000,PASS
measure,54,ECCE,1,C,1,344,4,1,427126.929743375,427126.945484750,15.741375,0.101042,0.259000,16.013000,16.272000,PASS
measure,54,ECCE,2,C,2,344,4,1,427126.946073750,427126.962034500,15.960750,0.138750,0.256000,16.276000,16.532000,PASS
measure,54,ECCE,3,E,2,344,4,1,427126.962614167,427126.981807917,19.193750,0.102708,0.285000,19.469000,19.754000,PASS
measure,55,CEEC,0,C,1,344,4,1,427126.982365042,427126.998329917,15.964875,0.104000,0.260000,16.225000,16.485000,PASS
measure,55,CEEC,1,E,1,344,4,1,427126.998869250,427127.018075667,19.206417,0.106542,0.246000,19.519000,19.765000,PASS
measure,55,CEEC,2,E,2,344,4,1,427127.018693750,427127.038140250,19.446500,0.137583,0.287000,19.747000,20.034000,PASS
measure,55,CEEC,3,C,2,344,4,1,427127.038717000,427127.054448250,15.731250,0.101875,0.260000,16.039000,16.299000,PASS
measure,56,ECCE,0,E,1,344,4,1,427127.055019750,427127.074475167,19.455417,0.101792,0.285000,19.721000,20.006000,PASS
measure,56,ECCE,1,C,1,344,4,1,427127.076725042,427127.092913167,16.188125,0.051250,0.217000,16.905000,17.122000,PASS
measure,56,ECCE,2,C,2,344,4,1,427127.093490250,427127.109417000,15.926750,0.141000,0.230000,16.248000,16.478000,PASS
measure,56,ECCE,3,E,2,344,4,1,427127.109996875,427127.129266292,19.269417,0.099125,0.273000,19.530000,19.803000,PASS
measure,57,CEEC,0,C,1,344,4,1,427127.129803625,427127.145618375,15.814750,0.101083,0.260000,16.091000,16.351000,PASS
measure,57,CEEC,1,E,1,344,4,1,427127.146196125,427127.165667625,19.471500,0.102625,0.282000,19.738000,20.020000,PASS
measure,57,CEEC,2,E,2,344,4,1,427127.166270625,427127.185521417,19.250792,0.138375,0.286000,19.567000,19.853000,PASS
measure,57,CEEC,3,C,2,344,4,1,427127.186067000,427127.202091167,16.024167,0.095333,0.258000,16.284000,16.542000,PASS
measure,58,ECCE,0,E,1,344,4,1,427127.202654917,427127.221838750,19.183833,0.094250,0.283000,19.460000,19.743000,PASS
measure,58,ECCE,1,C,1,344,4,1,427127.222394000,427127.238323792,15.929792,0.099625,0.257000,16.210000,16.467000,PASS
measure,58,ECCE,2,C,2,344,4,1,427127.238909292,427127.254630625,15.721333,0.137000,0.259000,16.079000,16.338000,PASS
measure,58,ECCE,3,E,2,344,4,1,427127.255231500,427127.274678375,19.446875,0.100833,0.262000,19.716000,19.978000,PASS
measure,59,CEEC,0,C,1,344,4,1,427127.275220125,427127.290951625,15.731500,0.101375,0.255000,15.982000,16.237000,PASS
measure,59,CEEC,1,E,1,344,4,1,427127.291461042,427127.310888375,19.427333,0.103125,0.245000,19.705000,19.950000,PASS
measure,59,CEEC,2,E,2,344,4,1,427127.311502625,427127.330689417,19.186792,0.137625,0.283000,19.508000,19.791000,PASS
measure,59,CEEC,3,C,2,344,4,1,427127.331246792,427127.347219917,15.973125,0.100667,0.255000,16.248000,16.503000,PASS
measure,60,ECCE,0,E,1,344,4,1,427127.347790625,427127.366973750,19.183125,0.103667,0.284000,19.458000,19.742000,PASS
measure,60,ECCE,1,C,1,344,4,1,427127.367523167,427127.383496125,15.972958,0.103250,0.256000,16.248000,16.504000,PASS
measure,60,ECCE,2,C,2,344,4,1,427127.384080750,427127.399814625,15.733875,0.138042,0.259000,16.046000,16.305000,PASS
measure,60,ECCE,3,E,2,344,4,1,427127.400397125,427127.419810292,19.413167,0.107125,0.285000,19.692000,19.977000,PASS
measure,61,CEEC,0,C,1,344,4,1,427127.420364250,427127.436176167,15.811917,0.104417,0.260000,16.099000,16.359000,PASS
measure,61,CEEC,1,E,1,344,4,1,427127.436773417,427127.456275917,19.502500,0.095333,0.298000,19.780000,20.078000,PASS
measure,61,CEEC,2,E,2,344,4,1,427127.456949375,427127.476242125,19.292750,0.141458,0.290000,19.641000,19.931000,PASS
measure,61,CEEC,3,C,2,344,4,1,427127.476808875,427127.492631167,15.822292,0.116000,0.270000,16.104000,16.374000,PASS
measure,62,ECCE,0,E,1,344,4,1,427127.493206292,427127.512600500,19.394208,0.102583,0.282000,19.663000,19.945000,PASS
measure,62,ECCE,1,C,1,344,4,1,427127.513145625,427127.528881000,15.735375,0.100542,0.257000,16.026000,16.283000,PASS
measure,62,ECCE,2,C,2,344,4,1,427127.529474125,427127.545327500,15.853375,0.139625,0.253000,16.156000,16.409000,PASS
measure,62,ECCE,3,E,2,344,4,1,427127.545898125,427127.565224375,19.326250,0.102167,0.282000,19.577000,19.859000,PASS
measure,63,CEEC,0,C,1,344,4,1,427127.565704917,427127.581621000,15.916083,0.103792,0.219000,16.162000,16.381000,PASS
measure,63,CEEC,1,E,1,344,4,1,427127.582115000,427127.601340375,19.225375,0.106042,0.242000,19.517000,19.759000,PASS
measure,63,CEEC,2,E,2,344,4,1,427127.601999625,427127.621461792,19.462167,0.137500,0.280000,19.818000,20.098000,PASS
measure,63,CEEC,3,C,2,344,4,1,427127.622048917,427127.637778000,15.729083,0.104417,0.270000,16.065000,16.335000,PASS
measure,64,ECCE,0,E,1,344,4,1,427127.638399292,427127.657806375,19.407083,0.107708,0.265000,19.695000,19.960000,PASS
measure,64,ECCE,1,C,1,344,4,1,427127.658354875,427127.674055875,15.701000,0.104083,0.257000,15.981000,16.238000,PASS
measure,64,ECCE,2,C,2,344,4,1,427127.674663875,427127.690613500,15.949625,0.138750,0.254000,16.285000,16.539000,PASS
measure,64,ECCE,3,E,2,344,4,1,427127.691197125,427127.710426042,19.228917,0.102792,0.283000,19.519000,19.802000,PASS
measure,65,CEEC,0,C,1,344,4,1,427127.711003000,427127.726923292,15.920292,0.101875,0.259000,16.201000,16.460000,PASS
measure,65,CEEC,1,E,1,344,4,1,427127.727523250,427127.746662000,19.138750,0.108958,0.267000,19.480000,19.747000,PASS
measure,65,CEEC,2,E,2,344,4,1,427127.747304917,427127.766692917,19.388000,0.141125,0.271000,19.713000,19.984000,PASS
measure,65,CEEC,3,C,2,344,4,1,427127.767226375,427127.783052042,15.825667,0.100250,0.235000,16.104000,16.339000,PASS
measure,66,ECCE,0,E,1,344,4,1,427127.783644625,427127.803036375,19.391750,0.102083,0.283000,19.685000,19.968000,PASS
measure,66,ECCE,1,C,1,344,4,1,427127.803595875,427127.819309625,15.713750,0.101542,0.255000,16.012000,16.267000,PASS
measure,66,ECCE,2,C,2,344,4,1,427127.819915792,427127.835864250,15.948458,0.138833,0.256000,16.264000,16.520000,PASS
measure,66,ECCE,3,E,2,344,4,1,427127.836403417,427127.855542292,19.138875,0.099333,0.246000,19.419000,19.665000,PASS
measure,67,CEEC,0,C,1,344,4,1,427127.856099375,427127.872044417,15.945042,0.100000,0.256000,16.227000,16.483000,PASS
measure,67,CEEC,1,E,1,344,4,1,427127.872621417,427127.891763875,19.142458,0.101000,0.282000,19.406000,19.688000,PASS
measure,67,CEEC,2,E,2,344,4,1,427127.892311750,427127.911666625,19.354875,0.137667,0.238000,19.673000,19.911000,PASS
measure,67,CEEC,3,C,2,344,4,1,427127.912217042,427127.927919042,15.702000,0.099750,0.256000,15.981000,16.237000,PASS
measure,68,ECCE,0,E,1,344,4,1,427127.928476000,427127.947843750,19.367750,0.101958,0.259000,19.645000,19.904000,PASS
measure,68,ECCE,1,C,1,344,4,1,427127.948394250,427127.964238667,15.844417,0.100875,0.254000,16.117000,16.371000,PASS
measure,68,ECCE,2,C,2,344,4,1,427127.964823667,427127.980664125,15.840458,0.173292,0.258000,16.156000,16.414000,PASS
measure,68,ECCE,3,E,2,344,4,1,427127.981238042,427128.000742375,19.504333,0.098750,0.282000,19.748000,20.030000,PASS
measure,69,CEEC,0,C,1,344,4,1,427128.001216167,427128.016943125,15.726958,0.104000,0.211000,16.020000,16.231000,PASS
measure,69,CEEC,1,E,1,344,4,1,427128.017522250,427128.036952542,19.430292,0.101667,0.282000,19.697000,19.979000,PASS
measure,69,CEEC,2,E,2,344,4,1,427128.037555875,427128.056740542,19.184667,0.137708,0.280000,19.497000,19.777000,PASS
measure,69,CEEC,3,C,2,344,4,1,427128.057292917,427128.073240125,15.947208,0.099292,0.258000,16.225000,16.483000,PASS
measure,70,ECCE,0,E,1,344,4,1,427128.073807792,427128.092999500,19.191708,0.101750,0.285000,19.463000,19.748000,PASS
measure,70,ECCE,1,C,1,344,4,1,427128.093552417,427128.109489750,15.937333,0.103000,0.256000,16.210000,16.466000,PASS
measure,70,ECCE,2,C,2,344,4,1,427128.110068750,427128.125794625,15.725875,0.137875,0.262000,16.038000,16.300000,PASS
measure,70,ECCE,3,E,2,344,4,1,427128.126373750,427128.145812625,19.438875,0.102833,0.286000,19.695000,19.981000,PASS
measure,71,CEEC,0,C,1,344,4,1,427128.146303792,427128.162027000,15.723208,0.102917,0.215000,16.012000,16.227000,PASS
measure,71,CEEC,1,E,1,344,4,1,427128.162602542,427128.182021000,19.418458,0.098792,0.284000,19.690000,19.974000,PASS
measure,71,CEEC,2,E,2,344,4,1,427128.182639375,427128.201847000,19.207625,0.137542,0.286000,19.529000,19.815000,PASS
measure,71,CEEC,3,C,2,344,4,1,427128.202398125,427128.218334167,15.936042,0.098917,0.255000,16.203000,16.458000,PASS
measure,72,ECCE,0,E,1,344,4,1,427128.218924167,427128.238148750,19.224583,0.101375,0.285000,19.523000,19.808000,PASS
measure,72,ECCE,1,C,1,344,4,1,427128.238714375,427128.254706500,15.992125,0.092250,0.257000,16.280000,16.537000,PASS
measure,72,ECCE,2,C,2,344,4,1,427128.255288375,427128.271021750,15.733375,0.137042,0.254000,16.054000,16.308000,PASS
measure,72,ECCE,3,E,2,344,4,1,427128.271598375,427128.290986917,19.388542,0.098208,0.283000,19.660000,19.943000,PASS
measure,73,CEEC,0,C,1,344,4,1,427128.291529750,427128.307266125,15.736375,0.101917,0.253000,16.020000,16.273000,PASS
measure,73,CEEC,1,E,1,344,4,1,427128.307846542,427128.327294417,19.447875,0.100375,0.282000,19.724000,20.006000,PASS
measure,73,CEEC,2,E,2,344,4,1,427128.327903792,427128.347194000,19.290208,0.138250,0.286000,19.571000,19.857000,PASS
measure,73,CEEC,3,C,2,344,4,1,427128.347715750,427128.363564500,15.848750,0.099792,0.257000,16.120000,16.377000,PASS
measure,74,ECCE,0,E,1,344,4,1,427128.364143125,427128.383459625,19.316500,0.101792,0.284000,19.581000,19.865000,PASS
measure,74,ECCE,1,C,1,344,4,1,427128.384029750,427128.399869500,15.839750,0.098208,0.246000,16.145000,16.391000,PASS
measure,74,ECCE,2,C,2,344,4,1,427128.400453125,427128.416205917,15.752792,0.136250,0.258000,16.065000,16.323000,PASS
measure,74,ECCE,3,E,2,344,4,1,427128.416781125,427128.436215167,19.434042,0.100000,0.287000,19.676000,19.963000,PASS
measure,75,CEEC,0,C,1,344,4,1,427128.436698625,427128.452548542,15.849917,0.105500,0.214000,16.126000,16.340000,PASS
measure,75,CEEC,1,E,1,344,4,1,427128.453107042,427128.472394875,19.287833,0.098250,0.285000,19.561000,19.846000,PASS
measure,75,CEEC,2,E,2,344,4,1,427128.473005000,427128.492399375,19.394375,0.139875,0.284000,19.698000,19.982000,PASS
measure,75,CEEC,3,C,2,344,4,1,427128.492947750,427128.508655875,15.708125,0.102375,0.257000,15.992000,16.249000,PASS
measure,76,ECCE,0,E,1,344,4,1,427128.509244000,427128.528707792,19.463792,0.102875,0.286000,19.741000,20.027000,PASS
measure,76,ECCE,1,C,1,344,4,1,427128.529249792,427128.545020875,15.771083,0.097917,0.256000,16.060000,16.316000,PASS
measure,76,ECCE,2,C,2,344,4,1,427128.545605417,427128.561599042,15.993625,0.126500,0.259000,16.282000,16.541000,PASS
measure,76,ECCE,3,E,2,344,4,1,427128.562163875,427128.581352542,19.188667,0.099333,0.285000,19.468000,19.753000,PASS
measure,77,CEEC,0,C,1,344,4,1,427128.581950250,427128.597908000,15.957750,0.103750,0.259000,16.240000,16.499000,PASS
measure,77,CEEC,1,E,1,344,4,1,427128.598401750,427128.617598125,19.196375,0.102583,0.239000,19.475000,19.714000,PASS
measure,77,CEEC,2,E,2,344,4,1,427128.618204792,427128.637689375,19.484583,0.138208,0.285000,19.794000,20.079000,PASS
measure,77,CEEC,3,C,2,344,4,1,427128.638273750,427128.653999000,15.725250,0.108875,0.268000,16.064000,16.332000,PASS
measure,78,ECCE,0,E,1,344,4,1,427128.654609125,427128.674127542,19.518417,0.105125,0.264000,19.791000,20.055000,PASS
measure,78,ECCE,1,C,1,344,4,1,427128.674664750,427128.690407250,15.742500,0.106042,0.246000,16.038000,16.284000,PASS
measure,78,ECCE,2,C,2,344,4,1,427128.691059625,427128.707015750,15.956125,0.143792,0.258000,16.314000,16.572000,PASS
measure,78,ECCE,3,E,2,344,4,1,427128.707605417,427128.726798000,19.192583,0.099500,0.290000,19.456000,19.746000,PASS
measure,79,CEEC,0,C,1,344,4,1,427128.727282042,427128.743227917,15.945875,0.098458,0.216000,16.223000,16.439000,PASS
measure,79,CEEC,1,E,1,344,4,1,427128.743812167,427128.763000292,19.188125,0.102250,0.287000,19.468000,19.755000,PASS
measure,79,CEEC,2,E,2,344,4,1,427128.763618792,427128.783041417,19.422625,0.138125,0.287000,19.730000,20.017000,PASS
measure,79,CEEC,3,C,2,344,4,1,427128.783589167,427128.799326375,15.737208,0.100125,0.257000,16.026000,16.283000,PASS
replay,80,EC,0,E,1,344,4,1,427128.872643792,427128.892398000,19.754208,0.065875,0.248000,20.326000,20.574000,PASS
replay,80,EC,1,C,1,344,4,1,427128.892976125,427128.908959667,15.983542,0.096167,0.258000,16.264000,16.522000,PASS
